x1,id_orig,country,comm_name,sci_name,id_level,species_cat,species_cat_name,region_fao,dbase,catch_share,policy,scenario,year,catch,biomass,profits,bv_bmsy,fv_fmsy,msy,price,g,k,c,phi,region_fao_chr,n_regions,region_fao_split,iso3
3726,12879-FAO-34-33,Senegal,Dentex nei,Dentex spp,Neis,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,201,5457.889,-33637.028,0.55,2.739,133.494,2847.467,0.013,17771.733,44303086.2,0.188,34,1,34,SEN
3727,13736-FAO-34-33,Spain,Dentex nei,Dentex spp,Neis,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,117,3176.98,-19579.762,0.55,2.739,77.705,2847.467,0.013,17771.733,25788363.61,0.188,34,1,34,ESP
3728,13737-FAO-27-33,Spain,Dentex nei,Dentex spp,Neis,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,303,8227.564,-50706.564,0.55,2.739,201.237,2847.467,0.013,17771.733,66785249.35,0.188,27,1,27,ESP
3729,15133-FAO-34-33,Togo,Dentex nei,Dentex spp,Neis,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,31,841.764,-5187.8,0.55,2.739,20.589,2847.467,0.013,17771.733,6832814.29,0.188,34,1,34,TGO
3730,184-FAO-47-33,Angola,Dentex nei,Dentex spp,Neis,33,Miscellaneous coastal fishes,47,FAO,0,Historic,Historic,2012,33800,917794.267,-5656375.781,0.55,2.739,22448.23,2847.467,0.013,17771.733,7449971709,0.188,47,1,47,AGO
3731,2341-FAO-34-33,Congo,Dentex nei,Dentex spp,Neis,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,479,13006.611,-80159.882,0.55,2.739,318.127,2847.467,0.013,17771.733,105578001.4,0.188,34,1,34,COG
3732,4303-FAO-34-33,Gabon,Dentex nei,Dentex spp,Neis,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,110,2986.904,-18408.324,0.55,2.739,73.056,2847.467,0.013,17771.733,24245470.06,0.188,34,1,34,GAB
3733,4814-FAO-34-33,Ghana,Dentex nei,Dentex spp,Neis,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,520,14119.912,-87021.166,0.55,2.739,345.357,2847.467,0.013,17771.733,114614949.4,0.188,34,1,34,GHA
3734,7998-FAO-34-33,Liberia,Dentex nei,Dentex spp,Neis,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,480,13033.765,-80327.23,0.55,2.739,318.791,2847.467,0.013,17771.733,105798414.8,0.188,34,1,34,LBR
3735,8173-FAO-34-33,Lithuania,Dentex nei,Dentex spp,Neis,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,73,1982.218,-12216.433,0.55,2.739,48.483,2847.467,0.013,17771.733,16090175.59,0.188,34,1,34,LTU
3736,1038-FAO-34-31,Benin,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,35,334.118,-27.546,0.392,2.572,34.717,2763.936,0.041,17868.177,1817609.457,0.188,34,1,34,BEN
3737,10468-FAO-87-31,Peru,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",87,FAO,0,Historic,Historic,2012,684,6529.615,-538.32,0.392,2.572,678.464,2763.936,0.041,17868.177,35521281.96,0.188,87,1,87,PER
3738,10552-FAO-71-31,Philippines,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",71,FAO,0,Historic,Historic,2012,851,8123.834,-669.752,0.392,2.572,844.112,2763.936,0.041,17868.177,44193875.66,0.188,71,1,71,PHL
3739,12123-FAO-27-31,Russian Federation,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,7,66.824,-5.509,0.392,2.572,6.943,2763.936,0.041,17868.177,363521.891,0.188,27,1,27,RUS
3740,12126-FAO-37-31,Russian Federation,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",37,FAO,0,Historic,Historic,2012,35,334.118,-27.546,0.392,2.572,34.717,2763.936,0.041,17868.177,1817609.457,0.188,37,1,37,RUS
3741,12128-FAO-61-31,Russian Federation,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",61,FAO,0,Historic,Historic,2012,73905,705513.425,-58164.574,0.392,2.572,73306.795,2763.936,0.041,17868.177,3838012198,0.188,61,1,61,RUS
3742,12884-FAO-34-31,Senegal,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,1106,10558.12,-870.442,0.392,2.572,1097.048,2763.936,0.041,17868.177,57436458.84,0.188,34,1,34,SEN
3743,13787-FAO-34-31,Spain,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,32,305.479,-25.185,0.392,2.572,31.741,2763.936,0.041,17868.177,1661814.361,0.188,34,1,34,ESP
3744,13788-FAO-27-31,Spain,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,163,1556.034,-128.284,0.392,2.572,161.681,2763.936,0.041,17868.177,8464866.9,0.188,27,1,27,ESP
3745,13790-FAO-41-31,Spain,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",41,FAO,0,Historic,Historic,2012,1,9.546,-0.787,0.392,2.572,0.992,2763.936,0.041,17868.177,51931.699,0.188,41,1,41,ESP
3746,13792-FAO-37-31,Spain,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",37,FAO,0,Historic,Historic,2012,185,1766.051,-145.598,0.392,2.572,183.503,2763.936,0.041,17868.177,9607364.273,0.188,37,1,37,ESP
3747,14694-FAO-61-31,Taiwan Province of China,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",61,FAO,0,Historic,Historic,2012,317,3026.152,-249.485,0.392,2.572,314.434,2763.936,0.041,17868.177,16462348.51,0.188,61,1,61,TWN
3748,1613-FAO-21-31,Canada,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",21,FAO,0,Historic,Historic,2012,193,1842.421,-151.894,0.392,2.572,191.438,2763.936,0.041,17868.177,10022817.86,0.188,21,1,21,CAN
3749,1614-FAO-67-31,Canada,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",67,FAO,0,Historic,Historic,2012,10057,96006.339,-7915.041,0.392,2.572,9975.596,2763.936,0.041,17868.177,522277094.5,0.188,67,1,67,CAN
3750,16443-FAO-27-31,United Kingdom,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,13,124.101,-10.231,0.392,2.572,12.895,2763.936,0.041,17868.177,675112.084,0.188,27,1,27,GBR
3751,16890-FAO-31-31,USA,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",31,FAO,0,Historic,Historic,2012,207,1976.068,-162.913,0.392,2.572,205.324,2763.936,0.041,17868.177,10749861.65,0.188,31,1,31,USA
3752,16891-FAO-77-31,USA,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",77,FAO,0,Historic,Historic,2012,73,696.874,-57.452,0.392,2.572,72.409,2763.936,0.041,17868.177,3791014.01,0.188,77,1,77,USA
3753,16892-FAO-67-31,USA,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",67,FAO,0,Historic,Historic,2012,23084,220364.954,-18167.526,0.392,2.572,22897.152,2763.936,0.041,17868.177,1198791334,0.188,67,1,67,USA
3754,1816-FAO-87-31,Chile,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",87,FAO,0,Historic,Historic,2012,50,477.311,-39.351,0.392,2.572,49.595,2763.936,0.041,17868.177,2596584.939,0.188,87,1,87,CHL
3755,186-FAO-47-31,Angola,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",47,FAO,0,Historic,Historic,2012,3480,33220.847,-2738.823,0.392,2.572,3451.832,2763.936,0.041,17868.177,180722311.7,0.188,47,1,47,AGO
3756,2193-FAO-87-31,Colombia,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",87,FAO,0,Historic,Historic,2012,72,687.328,-56.665,0.392,2.572,71.417,2763.936,0.041,17868.177,3739082.312,0.188,87,1,87,COL
3757,3308-FAO-34-31,Equatorial Guinea,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,274,2615.664,-215.643,0.392,2.572,271.782,2763.936,0.041,17868.177,14229285.46,0.188,34,1,34,GNQ
3758,3925-FAO-27-31,France,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,22,210.017,-17.314,0.392,2.572,21.822,2763.936,0.041,17868.177,1142497.373,0.188,27,1,27,FRA
3759,3927-FAO-37-31,France,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",37,FAO,0,Historic,Historic,2012,43,410.487,-33.842,0.392,2.572,42.652,2763.936,0.041,17868.177,2233063.047,0.188,37,1,37,FRA
3760,4304-FAO-34-31,Gabon,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,200,1909.244,-157.404,0.392,2.572,198.381,2763.936,0.041,17868.177,10386339.75,0.188,34,1,34,GAB
3761,4415-FAO-37-31,Georgia,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",37,FAO,0,Historic,Historic,2012,1,9.546,-0.787,0.392,2.572,0.992,2763.936,0.041,17868.177,51931.699,0.188,37,1,37,GEO
3762,5195-FAO-34-31,Guinea,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,379,3618.018,-298.28,0.392,2.572,375.932,2763.936,0.041,17868.177,19682113.84,0.188,34,1,34,GIN
3763,5240-FAO-34-31,Guinea-Bissau,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,181,1727.866,-142.45,0.392,2.572,179.535,2763.936,0.041,17868.177,9399637.478,0.188,34,1,34,GNB
3764,5482-FAO-57-31,India,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",57,FAO,0,Historic,Historic,2012,6099,58222.399,-4800.024,0.392,2.572,6049.633,2763.936,0.041,17868.177,316731430.8,0.188,57,1,57,IND
3765,5483-FAO-51-31,India,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",51,FAO,0,Historic,Historic,2012,30429,290481.943,-23948.174,0.392,2.572,30182.7,2763.936,0.041,17868.177,1580229662,0.188,51,1,51,IND
3766,5622-FAO-57-31,Indonesia,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",57,FAO,0,Historic,Historic,2012,6825,65152.955,-5371.399,0.392,2.572,6769.757,2763.936,0.041,17868.177,354433844.1,0.188,57,1,57,IDN
3767,5623-FAO-71-31,Indonesia,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",71,FAO,0,Historic,Historic,2012,1224,11684.574,-963.31,0.392,2.572,1214.093,2763.936,0.041,17868.177,63564399.3,0.188,71,1,71,IDN
3768,5858-FAO-51-31,Iraq,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",51,FAO,0,Historic,Historic,2012,25,238.656,-19.675,0.392,2.572,24.798,2763.936,0.041,17868.177,1298292.469,0.188,51,1,51,IRQ
3769,5945-FAO-27-31,Ireland,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,7,66.824,-5.509,0.392,2.572,6.943,2763.936,0.041,17868.177,363521.891,0.188,27,1,27,IRL
3770,6660-FAO-61-31,Japan,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",61,FAO,0,Historic,Historic,2012,46824,446992.228,-36851.337,0.392,2.572,46444.995,2763.936,0.041,17868.177,2431649863,0.188,61,1,61,JPN
3771,7132-FAO-61-31,Democratic People's Republic of Korea,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",61,FAO,0,Historic,Historic,2012,3920,37421.184,-3085.111,0.392,2.572,3888.271,2763.936,0.041,17868.177,203572259.2,0.188,61,1,61,PRK
3772,7327-FAO-34-31,Republic of Korea,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,2,19.092,-1.574,0.392,2.572,1.984,2763.936,0.041,17868.177,103863.398,0.188,34,1,34,KOR
3773,7955-FAO-37-31,Lebanon,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",37,FAO,0,Historic,Historic,2012,9,85.916,-7.083,0.392,2.572,8.927,2763.936,0.041,17868.177,467385.289,0.188,37,1,37,LBN
3774,8395-FAO-57-31,Malaysia,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",57,FAO,0,Historic,Historic,2012,1639,15646.255,-1289.923,0.392,2.572,1625.734,2763.936,0.041,17868.177,85116054.29,0.188,57,1,57,MYS
3775,8396-FAO-71-31,Malaysia,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",71,FAO,0,Historic,Historic,2012,1243,11865.952,-978.264,0.392,2.572,1232.939,2763.936,0.041,17868.177,64551101.57,0.188,71,1,71,MYS
3776,8691-FAO-34-31,Mauritania,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,183,1746.958,-144.024,0.392,2.572,181.519,2763.936,0.041,17868.177,9503500.875,0.188,34,1,34,MRT
3777,8868-FAO-31-31,Mexico,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",31,FAO,0,Historic,Historic,2012,39,372.303,-30.694,0.392,2.572,38.684,2763.936,0.041,17868.177,2025336.252,0.188,31,1,31,MEX
3778,8869-FAO-77-31,Mexico,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",77,FAO,0,Historic,Historic,2012,3123,29812.847,-2457.858,0.392,2.572,3097.722,2763.936,0.041,17868.177,162182695.3,0.188,77,1,77,MEX
3779,9082-FAO-34-31,Morocco,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,3013,28762.762,-2371.286,0.392,2.572,2988.612,2763.936,0.041,17868.177,156470208.4,0.188,34,1,34,MAR
3780,9083-FAO-37-31,Morocco,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",37,FAO,0,Historic,Historic,2012,96,916.437,-75.554,0.392,2.572,95.223,2763.936,0.041,17868.177,4985443.082,0.188,37,1,37,MAR
3781,9574-FAO-81-31,New Zealand,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",81,FAO,0,Historic,Historic,2012,2928,27951.334,-2304.389,0.392,2.572,2904.3,2763.936,0.041,17868.177,152056014,0.188,81,1,81,NZL
3782,9726-FAO-77-31,Nicaragua,Flatfishes nei,Pleuronectiformes,Neis,31,"Flounders, halibuts, soles",77,FAO,0,Historic,Historic,2012,67,639.597,-52.73,0.392,2.572,66.458,2763.936,0.041,17868.177,3479423.818,0.188,77,1,77,NIC
3783,10463-FAO-87-33,Peru,Croakers nei,Micropogonias spp,Neis,33,Miscellaneous coastal fishes,87,FAO,0,Historic,Historic,2012,31,953.337,21001.482,0.902,1.6,21.48,1503.069,0.02,278194.267,2199796.953,0.188,87,1,87,PER
3784,1807-FAO-87-33,Chile,Croakers nei,Micropogonias spp,Neis,33,Miscellaneous coastal fishes,87,FAO,0,Historic,Historic,2012,8,246.022,5419.737,0.902,1.6,5.543,1503.069,0.02,278194.267,567689.536,0.188,87,1,87,CHL
3785,8856-FAO-77-33,Mexico,Croakers nei,Micropogonias spp,Neis,33,Miscellaneous coastal fishes,77,FAO,0,Historic,Historic,2012,2020,62120.675,1368483.645,0.902,1.6,1399.691,1503.069,0.02,278194.267,143341607.9,0.188,77,1,77,MEX
3786,10464-FAO-87-34,Peru,Cusk-eels nei,Genypterus spp,Neis,34,Miscellaneous demersal fishes,87,FAO,0,Historic,Historic,2012,847,11189.378,804831.921,0.833,1.519,669.628,2294.5,0.05,91286.719,32626766.91,0.188,87,1,87,PER
3787,10470-FAO-87-52,Peru,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",87,FAO,0,Historic,Historic,2012,3101,70523.794,1696431.184,0.736,1.064,3960.266,1353.429,0.041,14857.488,145184387.8,0.188,87,1,87,PER
3788,11193-FAO-34-52,Portugal,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",34,FAO,0,Historic,Historic,2012,123,2797.3,67288.306,0.736,1.064,157.082,1353.429,0.041,14857.488,5758684.199,0.188,34,1,34,PRT
3789,11194-FAO-27-52,Portugal,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",27,FAO,0,Historic,Historic,2012,28,636.784,15317.663,0.736,1.064,35.759,1353.429,0.041,14857.488,1310919.98,0.188,27,1,27,PRT
3790,13811-FAO-34-52,Spain,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",34,FAO,0,Historic,Historic,2012,13,295.65,7111.772,0.736,1.064,16.602,1353.429,0.041,14857.488,608641.419,0.188,34,1,34,ESP
3791,13812-FAO-37-52,Spain,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",37,FAO,0,Historic,Historic,2012,68,1546.475,37200.039,0.736,1.064,86.842,1353.429,0.041,14857.488,3183662.809,0.188,37,1,37,ESP
3792,14700-FAO-61-52,Taiwan Province of China,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",61,FAO,0,Historic,Historic,2012,5,113.711,2735.297,0.736,1.064,6.385,1353.429,0.041,14857.488,234092.854,0.188,61,1,61,TWN
3793,16904-FAO-31-52,USA,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",31,FAO,0,Historic,Historic,2012,8,181.938,4376.475,0.736,1.064,10.217,1353.429,0.041,14857.488,374548.566,0.188,31,1,31,USA
3794,16905-FAO-77-52,USA,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",77,FAO,0,Historic,Historic,2012,101,2296.97,55252.999,0.736,1.064,128.986,1353.429,0.041,14857.488,4728675.643,0.188,77,1,77,USA
3795,1817-FAO-87-52,Chile,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",87,FAO,0,Historic,Historic,2012,3630,82554.457,1985825.603,0.736,1.064,4635.849,1353.429,0.041,14857.488,169951411.7,0.188,87,1,87,CHL
3796,2194-FAO-87-52,Colombia,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",87,FAO,0,Historic,Historic,2012,6,136.454,3282.356,0.736,1.064,7.663,1353.429,0.041,14857.488,280911.424,0.188,87,1,87,COL
3797,3939-FAO-37-52,France,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",37,FAO,0,Historic,Historic,2012,173,3934.414,94641.275,0.736,1.064,220.937,1353.429,0.041,14857.488,8099612.736,0.188,37,1,37,FRA
3798,6278-FAO-37-52,Italy,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",37,FAO,0,Historic,Historic,2012,3733,84896.912,2042172.721,0.736,1.064,4767.389,1353.429,0.041,14857.488,174773724.5,0.188,37,1,37,ITA
3799,7351-FAO-61-52,Republic of Korea,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",61,FAO,0,Historic,Historic,2012,6776,154101.654,3706874.46,0.736,1.064,8653.584,1353.429,0.041,14857.488,317242635.2,0.188,61,1,61,KOR
3800,8874-FAO-31-52,Mexico,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",31,FAO,0,Historic,Historic,2012,6042,137408.824,3305332.864,0.736,1.064,7716.198,1353.429,0.041,14857.488,282877804.3,0.188,31,1,31,MEX
3801,8875-FAO-77-52,Mexico,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",77,FAO,0,Historic,Historic,2012,8351,189920.736,4568493.007,0.736,1.064,10665.006,1353.429,0.041,14857.488,390981884.1,0.188,77,1,77,MEX
3802,9787-FAO-34-52,Nigeria,Gastropods nei,Gastropoda,Neis,52,"Abalones, winkles, conchs",34,FAO,0,Historic,Historic,2012,4842,110118.094,2648861.59,0.736,1.064,6183.686,1353.429,0.041,14857.488,226695519.5,0.188,34,1,34,NGA
3803,1047-FAO-34-38,Benin,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",34,FAO,0,Historic,Historic,2012,268,4137.877,65737.954,0.954,4.826,58.23,886.725,0.013,761.196,6032850.883,0.188,34,1,34,BEN
3804,12897-FAO-34-38,Senegal,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",34,FAO,0,Historic,Historic,2012,567,8754.389,139079.925,0.954,4.826,123.196,886.725,0.013,761.196,12763531.53,0.188,34,1,34,SEN
3805,14388-FAO-57-38,Sri Lanka,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",57,FAO,0,Historic,Historic,2012,71,1096.229,17415.652,0.954,4.826,15.427,886.725,0.013,761.196,1598255.271,0.188,57,1,57,LKA
3806,15225-FAO-31-38,Trinidad and Tobago,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",31,FAO,0,Historic,Historic,2012,48,741.112,11773.962,0.954,4.826,10.429,886.725,0.013,761.196,1080510.606,0.188,31,1,31,TTO
3807,2346-FAO-34-38,Congo,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",34,FAO,0,Historic,Historic,2012,445,6870.729,109154.438,0.954,4.826,96.688,886.725,0.013,761.196,10017233.74,0.188,34,1,34,COG
3808,2871-FAO-34-38,Ivory Coast,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",34,FAO,0,Historic,Historic,2012,32,494.075,7849.308,0.954,4.826,6.953,886.725,0.013,761.196,720340.404,0.188,34,1,34,CIV
3809,5654-FAO-57-38,Indonesia,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",57,FAO,0,Historic,Historic,2012,888,13710.578,217818.295,0.954,4.826,192.941,886.725,0.013,761.196,19989446.21,0.188,57,1,57,IDN
3810,5655-FAO-71-38,Indonesia,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",71,FAO,0,Historic,Historic,2012,609,9402.862,149382.142,0.954,4.826,132.321,886.725,0.013,761.196,13708978.31,0.188,71,1,71,IDN
3811,8006-FAO-34-38,Liberia,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",34,FAO,0,Historic,Historic,2012,100,1543.984,24529.087,0.954,4.826,21.728,886.725,0.013,761.196,2251063.762,0.188,34,1,34,LBR
3812,8886-FAO-31-38,Mexico,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",31,FAO,0,Historic,Historic,2012,110,1698.382,26981.996,0.954,4.826,23.9,886.725,0.013,761.196,2476170.138,0.188,31,1,31,MEX
3813,8887-FAO-77-38,Mexico,"Hammerhead sharks, etc. nei",Sphyrnidae,Neis,38,"Sharks, rays, chimaeras",77,FAO,0,Historic,Historic,2012,124,1914.54,30416.068,0.954,4.826,26.942,886.725,0.013,761.196,2791319.065,0.188,77,1,77,MEX
3814,10483-FAO-87-57,Peru,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",87,FAO,0,Historic,Historic,2012,2626,111033.335,6862453.856,1.516,0.392,4421.16,3326.246,0.06,86403.388,243429962.2,0.188,87,1,87,PER
3815,10583-FAO-71-57,Philippines,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",71,FAO,0,Historic,Historic,2012,4737,200291.283,12379072.32,1.516,0.392,7975.261,3326.246,0.06,86403.388,439119471,0.188,71,1,71,PHL
3816,108-FAO-37-57,Algeria,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",37,FAO,0,Historic,Historic,2012,977,41309.813,2553167.333,1.516,0.392,1644.887,3326.246,0.06,86403.388,90567811.52,0.188,37,1,37,DZA
3817,11369-FAO-34-57,Portugal,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",34,FAO,0,Historic,Historic,2012,96,4059.101,250874.17,1.516,0.392,161.627,3326.246,0.06,86403.388,8899191.306,0.188,34,1,34,PRT
3818,11370-FAO-27-57,Portugal,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",27,FAO,0,Historic,Historic,2012,13,549.67,33972.544,1.516,0.392,21.887,3326.246,0.06,86403.388,1205098.823,0.188,27,1,27,PRT
3819,11700-FAO-31-57,Puerto Rico,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",31,FAO,0,Historic,Historic,2012,6,253.694,15679.636,1.516,0.392,10.102,3326.246,0.06,86403.388,556199.457,0.188,31,1,31,PRI
3820,1215-FAO-41-57,Brazil,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",41,FAO,0,Historic,Historic,2012,2227,94162.695,5819758.087,1.516,0.392,3749.4,3326.246,0.06,86403.388,206442698.3,0.188,41,1,41,BRA
3821,12263-FAO-61-57,Russian Federation,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",61,FAO,0,Historic,Historic,2012,59,2494.656,154183.084,1.516,0.392,99.333,3326.246,0.06,86403.388,5469294.657,0.188,61,1,61,RUS
3822,12495-FAO-51-57,Reunion,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",51,FAO,0,Historic,Historic,2012,1,42.282,2613.273,1.516,0.392,1.684,3326.246,0.06,86403.388,92699.909,0.188,51,1,51,REU
3823,12522-FAO-47-57,Saint Helena,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",47,FAO,0,Historic,Historic,2012,9,380.541,23519.453,1.516,0.392,15.152,3326.246,0.06,86403.388,834299.185,0.188,47,1,47,SHN
3824,12920-FAO-34-57,Senegal,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",34,FAO,0,Historic,Historic,2012,8497,359272.753,22204977.31,1.516,0.392,14305.635,3326.246,0.06,86403.388,787671130.5,0.188,34,1,34,SEN
3825,13053-FAO-51-57,Seychelles,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",51,FAO,0,Historic,Historic,2012,13,549.67,33972.544,1.516,0.392,21.887,3326.246,0.06,86403.388,1205098.823,0.188,51,1,51,SYC
3826,13125-FAO-34-57,Sierra Leone,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",34,FAO,0,Historic,Historic,2012,2,84.565,5226.545,1.516,0.392,3.367,3326.246,0.06,86403.388,185399.819,0.188,34,1,34,SLE
3827,13373-FAO-47-57,South Africa,"Octopuses, etc. nei",Octopodidae,Neis,57,"Squids, cuttlefishes, octopuses",47,FAO,0,Historic,Historic,2012,161,6807.451,420736.889,1.516,0.392,271.061,3326.246,0.06,86403.388,14924685.42,0.188,47,1,47,ZAF
